名字,开放时间,评分,建议游玩时间,门票,来源城市
"汉长城The Han Great Wall",8:00-18:00,4.2,1,6,酒泉
"敦煌雷音寺Dunhuang Leiyin Temple",8:00-19:00,4.5,1,1.1,酒泉
"敦煌影视古城Dunhuang Western Movie and Television Base",08:00-19:00,3.9,1.5,35,酒泉
"榆林窟Yulin Grottoes",9:00-17:00,4.6,2.5,7,酒泉
"洪崖洞民俗风貌区Hongyadong Commercial Street",11:00-23:00,4.6,2,1980,重庆
"长江索道Yangtze River Cableway",08:00-22:00,4.2,0.4,30,重庆
"磁器口古镇Ciqikou Ancient Town",10:00-20:00,4.4,3.5,66,重庆
"大足石刻Dazu Rock Carving",08:30-18:00,4.6,4.5,82,重庆
"蚩尤九黎城Chiyou Jiuli City",8:30-17:30,4,0.75,75,重庆
"武隆喀斯特旅游区Wulong Tiankeng Land Slot National Geological Park",08:00-16:30,4.6,108,100,重庆
"白马山天尺情缘景区Tianchi Qingyuan Scenic Area",8:00-17:30,3.7,12,50,重庆
"南山一棵树观景台Nanshan Tree Viewing Platform",9:00-22:30,4.4,1.5,27,重庆
"老君洞Laojun Cave",8:00-17:30,4.7,1,7,重庆
"皇冠大扶梯Crown Escalator",06:45-22:00,4.2,0.6,30,重庆
"丰都鬼城名山景区Fengdu Ghost City",07:30-17:20,4.3,2.5,85,重庆
"重庆园博园Chongqing Garden Expo Park",09:00-17:00,4.7,12,30,重庆
"白帝城.瞿塘峡景区Baidi City Scenic Area",08:30-19:00,4.5,2.5,95,重庆
"巫山小三峡Wushan Little Three Gorges",08:00-18:00,4.4,4,113,重庆
"湖广会馆Huguang Guild Hall",09:00-18:00,4.5,1.5,25,重庆
"南山植物园Nanshan Botanical Garden",9:30-17:00,4.4,4,29,重庆
"龙水峡地缝Longshui Gorge",08:30-16:30,4.6,2.5,105,重庆
"重庆动物园Chongqing Zoo",08:00-17:00,4.7,4,24.5,重庆
"佛图关公园Fotuguan Park",8:00-22:00,4.5,2.5,8,重庆
"重庆科技馆Chongqing Science and Technology Museum",9:30-17:00,4.6,2.5,2.3,重庆
"乌江画廊Wujiang Gallery",10:30-13:30,4.5,2.5,180,重庆
"钓鱼城Diaoyu Castle",8:30-17:00,4.5,2.5,38,重庆
"天坪山云林天乡Yunlin Tianxiang, Tianping Mountain",9:00-18:00,4.3,12,38,重庆
"阿依河景区Ayi River",08:30-17:00,3.9,72,70,重庆
"歌乐山国家森林公园Geleshan National Forest Park",8:00-17:00,4.5,2.5,6,重庆
"北碚自然世界公园",09:00-20:00,3,2.5,30,重庆
"炫彩万木源乡村旅游景区Xuancai Wanmuyuan Xiangcun Tourism Sceneic Area",9:00-17:00,3.7,12,35,重庆
"神女峰The Goddess (Shennv) Peak",7:30-15:00,4.7,1,9,重庆
"云阳龙缸国家地质公园Yunyang Longgang National Geological Park",8:00-18:30,4.7,12,95,重庆
"长寿湖Changshou Lake",9:00-17:00,4.3,2.25,32,重庆
"鹅岭公园Eling Park",6:00-22:00,4.6,2.5,7,重庆
"芙蓉洞Furong Cave",08:30-16:30,4.6,2.5,100,重庆
"偏岩古镇Pianyan Ancient Town",8:00-17:00,4.1,1,6,重庆
"金刀峡Jindao Canyon",08:00-16:00,4.2,4,77,重庆
"三峡云巅神女天路景区Sanxia Yundianshen Nv Tianlu Sceneic Area",08:30-16:30,3.8,12,200,重庆
"南湖多彩植物园Nanhuduocai Botanical Garden",08:00-17:00,4.1,2.5,50,重庆
"义乌商贸城购物旅游区",9:00-17:30,4.8,4,160,金华
"双龙风景旅游区Double-Dragon Scenic Area",8:00-17:10,4.4,3.5,40,金华
"清明上河图景区""Along the River During Qingming Festival"" Scenic Area",08:00-17:00,4.8,2.5,165,金华
"广州街香港街Guangzhou & Hong Kong Street",13:00-20:30,4.9,3.5,165,金华
"明清宫苑景区Ming and Qing Palace Scenic Spot",08:00-17:00,4.8,3.5,165,金华
"桃源洞Taoyuan Cave",8:00-17:00,4.3,1.5,60,金华
"东阳卢宅景区Luzhai Buildings",08:00-17:00,4.6,2,50,金华
"圆明新园·夏苑The New Garden of Eternal Spring (Summer Garden)",08:00-17:00,5,2.5,165,金华
"方岩风景名胜区Fangyan Scenic Area",07:30-17:30,4.4,108,60,金华
"鸡鸣山公园",5:00-22:00,4.9,1.5,0,金华
"诸葛长乐福地Changle Village",08:30-16:30,4.3,4,38,金华
"仙华山景区Xianhua Mountain",08:20-17:00,4.5,3.5,50,金华
"孝子祠公园",8:00-17:00,5,2,0,金华
"江南第一家Jiangnan Diyijia Scenic Resort",8:00-17:00,4.4,2,54,金华
"寺平古村",8:00-16:00,4.3,4,20,金华
"白露山",8:00-18:00,5,3,20,金华
"九峰山风景区Jiufeng Mountain Scenic Area",8:00-17:00,4.6,4,16,金华
"横店圆明新园Hengdian New Yuanming Palace",08:00-17:00,4.6,3.5,165,金华
"金华大佛寺Jinhuadafu Temple",9:00-20:00,4.7,1.5,8,金华
"神丽峡Shenlixia",9:00-17:00,4.1,1.25,35,金华
"越州天湖Yuezhou Tianhu Lake",8:00-19:00,3.8,2.5,9,钦州
"石祖禅茶园Shizuchan Tea Garden",08:00-19:00,3.1,3.5,29.5,钦州
"五皇山Wuhuang Mountain",9:00-17:00,4.4,12,19.4,钦州
"铁煤蒸汽机车博物馆Tiemeizhengqijiche Museum",08:30-16:00,4.4,1,80,铁岭
"红云金顶Hongyun Jinding",08:00-18:00,4.7,72,100,铜仁
"铜仁古城Tongren Ancient City",10:00-20:00,4.3,2,5,铜仁
"朱砂古镇Zhusha Ancient Town (Wanshan National Mine Park)",8:30-17:30,4.3,12,125,铜仁
"九龙洞Jiulong (Nine Dragon) Cave",10:00-18:00,4.3,2.5,64,铜仁
"苗王城Miao King City",8:30-18:00,3.9,3,75,铜仁
"太子石",8:00-18:00,4.5,1.5,3,铜仁
"承恩寺Cheng'en Temple",7:30-18:00,4.3,1.5,110,铜仁
"大明边城Ming Paradise",09:00-22:00,4.1,1.5,70,铜仁
"梵净山佛教文化苑Fanjingshan Buddhist Culture Park",8:30-17:00,4.7,3,198,铜仁
"亚木沟风景区Yamugou Scenic Area",8:00-18:00,4.1,3,78,铜仁
"梦幻锦江",15:00-21:00,4,2.5,19.8,铜仁
"万米睡佛Ten-thousand Meters Sleep Buddha",7:30-18:00,4.3,12,110,铜仁
"九皇洞",7:30-18:00,4,1,3,铜仁
"龙泉禅寺",8:00-18:00,5,1,3,铜仁
"大圣墩·映美湖景区",09:00-17:00,5,2.5,29,铜仁
"玉华宫风景名胜区",8:00-18:00,4,2,25,铜川
"药王山Yaowang (The King of Medicine) Mountain",9:00-17:00,4.4,3.5,54,铜川
"玉华宫Yuhua Palace",08:30-17:00,3.9,72,18,铜川
"金锁关Jinsuo Pass",9:00-18:00,4.3,1,65,铜川
"陕甘边照金革命根据地旧址Shanganbianzhaojingeminggenjudi Site",9:00-17:00,4.6,1,0,铜川
"照金香山Fragrant Hills",08:30-17:00,4.6,3,33,铜川
"薛家寨Xuejiazhai Revolutionary Site",8:30-17:00,4.6,12,33.8,铜川
"永泉忆江南十二景The Twelve Sceneries of Jiangnan in Yongquan",8:00-17:00,4.4,12,65,铜陵
"黄沙古渡原生态旅游区Huangsha Guduyuan Ecological Tourism Area",09:00-18:00,4.6,5,198,银川
"银川鸣翠湖国家湿地公园Yinchuan Mingcui National Wetland Park",08:30-17:30,4.3,2.5,40,银川
"拜寺口双塔Double Pagodas at Baisikou",9:00-18:00,4.5,0.5,7,银川
"滚钟口风景区Gunzhong (Rolling Bell) Pass",7:30-17:00,4.6,3.5,30,银川
"黄河军事文化博览园Yellow River Military Cultural Expo Park",9:00-18:00,4,1,50,银川
"阅海公园Yuehai Park",9:00-18:00,4.1,2.5,10,银川
"领新耘智·3D打印创新基地",09:00-17:30,5,1.5,3,银川
"稻渔空间Rice & Fish Space",08:00-18:00,4.3,12,1,银川
"多伦湖景区Duolun Lake Scenic Area",8:30-18:00,4.5,3.5,40,锡林郭勒盟
"元上都遗址Yuanshangdu Relic Site",8:30-17:00,4.1,2,50,锡林郭勒盟
"岳麓山Yuelu Mountain",07:00-22:00,4.6,12,178,长沙
"长沙铜官窑古镇Changsha Tongguanyao Ancient Town",09:00-22:00,4.5,108,168,长沙
"火宫殿Huogongdian",8:00-2:00,4.2,2,118,长沙
"天心阁Tianxin Pavilion",07:30-17:30,4.3,1.5,30,长沙
"长沙生态动物园Changsha Ecological Zoo",09:00-17:00,4.3,3,40,长沙
"靖港古镇Jinggang Ancient Town",8:00-17:30,4.2,12,78,长沙
"云麓宫Yunlu Palace",09:00-17:30,4.4,1.5,0,长沙
"天际岭国家森林公园",7:00-18:00,3.7,2,20,长沙
"杜甫江阁Du Fu River Pavilion",9:00-22:00,4.3,1.5,12,长沙
"烈士公园Martyrs' Park",05:00-23:00,4.6,2,7,长沙
"麓山寺Lushan Temple",8:00-18:00,4.5,1,5,长沙
"灰汤温泉华天城旅游度假区Huitang Huatiancheng Hotspring Holiday Hotel",09:00-23:00,4.6,2.5,168,长沙
"周洛龙潭风景区Zhouluo Longtan Scenic Area",7:00-18:00,4.4,3.5,48,长沙
"石燕湖Shiyan Lake",08:30-17:00,4.8,4.5,153,长沙
"光明蝶谷飞鸟乐园Bright Butterfly Valley",9:00-17:00,4,108,68,长沙
"李富春纪念馆",09:00-16:00,4.7,1,0,长沙
"千佛洞Thousand Buddha Cave",08:00-17:30,4.4,1.5,85,长沙
"沩山风景名胜区WeiShan Mountain Scenic Resort",08:00-18:30,4.9,12,8,长沙
"太行山大峡谷Taihang Grand Canyon",08:00-16:00,4.6,108,170,长治
"仙堂山Xiantang Mountain",08:00-17:00,4.5,108,1.6,长治
"青龙峡(太行山大峡谷)Qinglong Gorge ( Taihang Mountain Grand Canyon)",8:00-16:00,4.4,12,45,长治
"天脊山自然风景区Tianji Mountain Scenic Area",8:00-18:00,4.4,72,48,长治
"红豆峡Hongdou Gorge",8:00-16:00,4.4,3.5,45,长治
"灵空山Lingkong Mountain",6:00-18:00,4.7,72,8,长治
"上党门Upper Dangmen",08:00-18:00,4.5,1.5,7,长治
"海棠山风景区Haitang Mountain",8:00-17:00,4.6,2.5,45,阜新
"瑞应寺Ruiying Temple",07:30-17:00,4.6,1.5,28,阜新
"福宇文化园Fuyu Museum",09:00-17:00,5,2.5,30,阜新
"乌兰木图山风景区Wulanmutu Mountain Sceneic Area",8:30-16:30,4.4,3,34,阜新
"颍州西湖景区Yingzhou West Lake",09:30-17:30,4.2,2.5,60,阜阳
"迪沟风景区Digou Scenic Area",8:00-19:00,4.5,4,34,阜阳
"阜阳野生动物园",9:00-18:00,4.1,2.5,99,阜阳
"阜阳尧泰汉海海洋公园FUYANG ANDOVER OCEAN PARK",09:00-16:30,3.7,2.5,120,阜阳
"临泉魔幻动物园Linquanmohuan Zoo",08:30-18:30,4.4,2.5,69,阜阳
"七彩大地花海乐园Qicai Dadi Huahai Amusement Park",9:00-17:30,2.5,2.5,38,阜阳
"野人谷景区",09:00-16:00,4.5,1,158,防城港
"伏波文化园",8:00-18:00,4.8,1,0,防城港
"沙扒湾Shaba Bay",7:00-19:30,4.1,2.5,40,阳江
"珍珠湾旅游度假区Pearl Bay Holiday Resort",7:00-21:00,4.2,2.5,0,阳江
"十里银滩Shili Silver Beach",8:00-18:00,4.4,2.5,130,阳江
"凌霄岩Lingxiao Cave",8:30-17:00,4,1.5,42.8,阳江
"玉溪三洞Yuxi Three Caves",9:00-17:30,4.2,3,35.7,阳江
"崆峒岩风景区Kongtongyan Scenic Area",09:00-17:00,4.1,2.5,21,阳江
"瓦晒湾·海洋秘境",09:00-19:00,4.1,2.5,58,阳江
"藏山风景区Cang Mountain Scenic Area",8:00-18:30,4.5,12,9,阳泉
"翠枫山自然风景区Cuifeng Mountain Natural Scenic Area",9:00-17:00,4.3,3.5,80,阳泉
"红岩岭自然风景区Hongyanling Natural Scenic Area",09:00-18:00,4.6,1.5,39.9,阳泉
"刀郎部落Daolang Tribe",10:00-19:30,4.3,3.5,65,阿克苏
"库车王府Kuche Royal Palace",9:00-20:00,4.1,2,53,阿克苏
"神木园Shenmuyuan",10:30-18:30,4.4,2.5,38,阿克苏
"林基路烈士纪念馆Linjilulieshi Memorial Hall",8:00-17:00,4.4,1,7.5,阿克苏
"阿克苏地区文化馆Aksu Cultural Center",10:00-18:00,4.6,1.5,0,阿克苏
"喀纳斯景区Kanas Lake Scenic Area",08:00-20:00,4.6,108,0.5,阿勒泰
"可可托海景区Keketuohai Scenic Area",09:30-19:30,4.3,12,90,阿勒泰
"禾木风景区Hemu Scenic Area",08:30-20:00,4.5,108,5,阿勒泰
"五彩滩Colorful Beach",09:00-19:30,4.5,3,4,阿勒泰
"月亮湾Moon Bay",08:30-19:30,4.7,0.75,160,阿勒泰
"白湖White Lake",8:30-19:30,4.4,1,185,阿勒泰
"五彩城",8:00-18:00,4.6,6,50,阿勒泰
"禾木草原The Hemu Grassland",8:00-22:00,4.5,1.5,5,阿勒泰
"白沙湖Baisha Lake",08:30-18:30,4.6,2.5,0,阿勒泰
"乌伦古湖国家湿地公园Ulungur Lake",10:00-19:30,4.4,2.5,3,阿勒泰
"驼颈湾Camel Neck Bay",8:30-19:30,4.4,0.35,185,阿勒泰
"浮木长堤Fumu Causeway",8:30-19:30,4.3,1,185,阿勒泰
"吐鲁克岩画Tuluke Rock Paintings",8:30-19:30,3.9,0.75,160,阿勒泰
"泰加林廊道Taiga Corridor",8:30-19:30,4.3,1.5,185,阿勒泰
"千湖Qianhu National Wetland Park",8:30-19:30,4.2,1.5,185,阿勒泰
"百花园Hundred gardens",8:30-19:30,4,1.5,185,阿勒泰
"牟尼沟风景区Mounigou Scenic Area",08:00-18:00,4.6,3,35,阿坝
"毕棚沟Bipeng Valley",8:00-17:00,4.4,12,90,阿坝
"卧龙中华大熊猫苑神树坪基地Wolong China Panda Garden Shenshuping Base",9:00-17:00,4.4,2.5,85,阿坝
"黄龙主沟Huanglong (Yellow Dragon) Main Ditch",8:00-16:00,4.9,2.5,60,阿坝
"卓克基土司官寨文化旅游景区Zhuo Ke Ji Tusi Official Manor Cultural and Tourist Scenic Area",8:30-17:30,4.4,2,55,阿坝
"桃坪羌寨Taoping Qiang Village",9:00-18:00,4.4,2.5,6,阿坝
"九鼎山Jiuding Mountain",08:30-18:00,4.3,4,50,阿坝
"诺日朗瀑布Nuorilang Waterfall",8:00-17:00,4.8,1,3,阿坝
"五彩池Colorful Pond",8:00-17:00,4.7,0.75,3,阿坝
"熊猫海Panda Sea",8:00-17:00,4.7,0.75,4.1,阿坝
"五花海Wuhuahai",7:30-17:00,4.8,0.75,3,阿坝
"镜海Mirror Lake",8:00-17:00,4.8,0.75,3,阿坝
"犀牛海Xiliu Sea",8:00-17:00,4.6,0.75,4.1,阿坝
"长海Changhai",8:00-17:00,4.7,1.5,3,阿坝
"卧龙海Wolong sea",8:00-17:00,4.6,1.5,4.1,阿坝
"黄河九曲第一湾Yellow River Jiuqu Diyiwan",06:30-20:00,4.4,5,100,阿坝
"盆景滩Bonsai Ford",8:00-17:00,4.5,1,4.1,阿坝
"黄龙中寺",8:00-17:00,4,1.5,4,阿坝
"黄龙寺Huanglong Temple",7:30-16:30,4.7,1.5,3,阿坝
"四姑娘山长坪沟景区Changping Valley",8:00-15:00,4.5,0.75,370,阿坝
"海子沟Haizi Valley",09:00-17:00,4.5,2.5,60,阿坝
"中国古羌城Ancient Qiang City of China",9:00-18:00,4.2,3,26,阿坝
"树正沟Shuzhenggou Valley",8:00-17:00,4.8,3,3,阿坝
"木骡子Muluozi Lawn",8:00-17:30,4.1,72,70,阿坝
"扇子洞",8:00-17:00,4,3,4,阿坝
"红原月亮湾Hongyuan Yueliangwan",07:30-20:00,4.1,3,19.9,阿坝
"卡龙沟Kalong Ditch",9:00-18:00,4.5,72,35,阿坝
"古格王国遗址Ruins of the Kingdom of Guge",8:00-20:30,4.7,2.5,8,阿里
"札达土林Zhada Tulin",8:00-17:00,4.7,1.5,8,阿里
"托林寺Tholing Monastery",08:00-19:00,4.5,1,6,阿里
"科加寺Kejia Temple",9:00-16:00,4.4,1.5,2019,阿里
"万象洞风景名胜区Wanxiang Cave Scenic Area",8:30-17:30,4.2,2,60,陇南
"阳坝自然风景区Yangba Natural Scenic District",8:00-17:00,4.1,5,6,陇南
"官鹅沟Guan'e Valley",7:30-18:00,4.2,72,130,陇南
"云屏三峡Yunping Three Gorges",08:00-18:00,4.2,12,40,陇南
"文县天池国家森林公园Wenxiantianchiguojia Forest Park",8:30-17:00,4.4,3.5,30,陇南
"分界洲岛Boundary Island",08:30-22:30,4.6,4.5,121.9,陵水
"呆呆岛Daidai Island",08:00-17:20,4.5,12,94,陵水
"猴岛公园Nanwan Monkey Island",08:00-16:50,4.3,4,153.5,陵水
"椰田古寨Yetian Ancient Village",7:30-17:30,4.1,3,25,陵水
"吊罗山国家森林公园Diaoluo Mountain National Forest Park",8:00-18:00,4.2,12,35,陵水
"赤岭福湾",08:30-16:00,5,2.5,180,陵水
"南湾猴岛生态旅游区Nanwan Monkey Island Ecological Scenic Spot",08:00-17:20,4.3,12,152,陵水
"一号沙滩Nanwan Houdao Island Ecological Scenic Spot 1st Beach",8:00-17:00,4.6,4.5,122,陵水
"吊罗山Diaoluo Mountain",8:00-18:00,4,2,70,陵水
"水口庙",9:00-17:00,5,1.5,0,陵水
"大洪山风景名胜区Dahong Mountain Scenic Spot",08:30-16:30,4.4,12,70,随州
"田王寨景区",08:30-17:00,3,1.5,40,随州
"神农牡丹谷Shennong Peony Valley",08:00-17:30,4.6,2.5,50,随州
"二郎山喇叭河风景区Laba River Park, Erlangshan National Park",08:30-17:00,4.3,3.5,83,雅安
"达瓦更扎Mount Dawagengzha",8:00-17:30,3.8,12,140,雅安
"神木垒Shenmulei",8:30-17:00,4.1,3,51,雅安
"蒙顶山Mengding Mountain",08:30-18:30,4.9,2.5,19.9,雅安
"夹金山Jiajin Mountain",9:00-18:00,4.4,3,58,雅安
"月亮湾·金钟山景区",08:00-18:00,5,2.5,60,雅安
"龙苍沟国家级森林公园Longcanggou Guojia Ji Forest Park",8:00-18:00,3.8,1.5,9.9,雅安
"青岛海底世界Qingdao Underwater World",08:30-16:30,4.5,3.5,95,青岛
"第二海水浴场Second Beach",9:00-17:00,4.3,2,178,青岛
"石老人海水浴场Shilaoren Bathing Beach",9:00-18:00,4.5,1.5,0,青岛
"黄岛金沙滩Huangdao Golden Beach",9:00-18:00,4.5,2.5,0.5,青岛
"青岛奥帆中心Qingdao Olympic Sailing Center",5:00-23:00,4.5,2.5,1,青岛
"崂山太清宫Laoshan Taiqing Palace",6:00-18:00,4.4,2.5,27,青岛
"小鱼山公园Xiaoyushan Park",7:30-18:30,4.7,1.5,9,青岛
"信号山公园Signal Hill Park",8:00-17:00,4.6,1.5,10,青岛
"花石楼Qingdao flower stone floor",8:00-18:00,4.5,1.5,8.5,青岛
"公主楼Princess Building",8:00-18:00,4.4,0.25,5,青岛
"青岛市民俗博物馆Qingdao Tianhou Palace",8:30-16:30,3.5,1.5,0,青岛
"石老人观光园Shilaoren Sightseeing Garden",8:00-17:00,4.4,2.5,0,青岛
"灵山岛Lingshan Island",7:00-18:00,3.6,3,57,青岛
"青岛动物园Qingdao Zoo",8:00-17:00,4.5,2,6,青岛
"青岛雨林谷",8:00-17:00,1,2,30,青岛
"鹤山风景区Heshan Scenic Area",8:00-18:00,4.7,12,15,青岛
"青岛世界园艺博览园Qingdao World Horticulture Expo Park",09:00-17:00,4.4,72,22.5,青岛
"青岛海尔科技馆Haier Museum",9:30-17:00,4.3,1.5,0,青岛
"青岛植物园Qingdao Botanical Garden",8:30-18:00,4.6,2,28,青岛
"奥帆博物馆Olympic Sailing Museum",09:00-17:30,4.3,2,60,青岛
"青岛啤酒纯生之旅Tsingtao No. 2 Brewery Tour of Pure Draft",8:30-16:00,4.7,2.5,50,青岛
"荣盛魁（旱船房）",08:30-17:30,3.8,0.6,60,青木川
"烟馆",08:30-17:30,3,0.5,60,青木川
"千山Qianshan (Qian Mountains) National Park",06:00-18:00,4.7,12,59.9,鞍山
"玉佛苑Jade Buddha Garden",08:00-16:30,4.6,2.5,30,鞍山
"中会寺Anshanzhonghui Temple",8:00-18:00,4.3,1.5,5,鞍山
"千山摩力香格里拉度假营地Qianshan Moli Shangri-La Campsite",09:00-22:00,4,12,28,鞍山
"鞍山动物园Anshan Zoo",8:00-20:30,4.2,2.5,69,鞍山
"丹霞山Mount Danxia",8:30-17:20,4.6,108,50,韶关
"南岭国家森林公园Nanling National Forest Park",8:00-18:00,4.6,72,9,韶关
"云门寺Yunmen Temple",09:00-16:00,4.6,2.5,9,韶关
"金鸡岭",8:30-17:00,4.4,2.5,35,韶关
"梅关古道Meiguan Ancient Post Road",7:00-18:00,4.4,2,40,韶关
"珠玑古巷Zhuji Lane",7:00-18:00,3.9,1.5,38,韶关
"帽子峰旅游景区Maozi Peak Forest Farm",08:30-17:00,4,1,25,韶关
"云髻山自然保护区Mt. Yunji Nature Reserve",08:00-19:00,4.5,1,7,韶关
"古佛洞天Ancient Buddha Rock Cave",9:00-17:30,4.4,2.5,55,韶关
"铜钟寨景区Tongzhongzhai Sceneic Area",8:30-17:00,4,12,40,韶关
"褒禅山景区Baochan Mountain Scenic Area",8:30-16:30,4.6,3.5,40,马鞍山
"陋室公园Loushi Park (North Gate)",8:00-21:00,4.6,1,7,马鞍山
"马鞍山马钢盆山Ma'anshan Magangpen Mountain",8:00-17:00,5,72,5,马鞍山
"大青山野生动物世界Daqing Shan Yesheng Dongwu World",8:30-17:00,4.2,2.5,86,马鞍山
"三棵树庄园Sankeshu Manor",09:00-17:30,3.9,3.5,50,马鞍山
"南海禅寺Nanhai Temple",07:00-17:30,4.5,3.5,39,驻马店
"驻马店市防洪博物馆Zhumadianshi Fanghong Museum",9:00-12:00,4,1.5,0,驻马店
"龙岗人文小镇",08:00-18:30,4.9,12,58,鹤壁
"石林会议旧址纪念馆Shilinhuiyi Site Memorial Hall",9:00-17:00,5,1.5,0,鹤壁
"天然太极图景区Tianran Taijitu Scenic Area",9:00-18:00,4.3,2,25,鹤壁
"龙虎山仙宠乐园Longhushan Xianchong Amusement Park",8:30-17:30,4.1,2.5,50,鹰潭
"灵溪小镇生态乐园Lingxixiaozhen Ecology Amusement Park",8:30-18:00,3.7,12,25,鹰潭
"黄梅四祖寺Huangmei Sizu Temple",06:00-17:00,4.8,1,7,黄冈
"天堂寨风景区Tiantangzhai (“Heaven Village”) Scenic Area",08:00-16:30,4.3,12,68,黄冈
"湖北三角山旅游度假区Hubei Mount Sanjiao Tourism and Resort Area",8:00-17:00,4.3,108,48,黄冈
"东坡赤壁Dongpo Chibi",08:00-17:30,4.2,2,35,黄冈
"龟峰山Turtle Peak Mountain",00:00-23:59,4,72,109,黄冈
"新安江山水画廊Xin'an River Landscape Gallery",7:00-17:00,4.4,108,138,黄山
"西海大峡谷Grand Canyon of West Sea",08:00-17:00,4.7,4,100,黄山
"雄村景区Xiong Village Scenic Spot",8:00-17:00,3.7,3,38,黄山
"南屏景区Nanping Scenic Area",7:00-17:30,4.4,2.5,34,黄山
"齐云山景区Mount Qiyun",08:00-17:00,4.6,108,178,黄山
"翡翠谷Feitsui Valley",06:30-18:30,4.5,2.5,55,黄山
"屯溪博物馆",9:00-17:00,3.7,0.75,0,黄山
"呈坎Cheng Kan",08:00-17:30,4.4,2.5,102,黄山
"南湖书院Nanhu Academy",7:30-18:00,4.4,0.5,94,黄山
"木坑竹海Mukeng Bamboo Sea",7:30-17:30,4.2,2.5,32,黄山
"祁门牯牛降Qimen Guniujiang Scenic Resort",8:00-18:00,4.4,4.5,59.8,黄山
"潜口民宅博物馆Qiankou residential Museum",8:00-17:00,4.5,2.5,9,黄山
"鲍家花园Baojia Garden",7:30-17:30,4,1,100,黄山
"许国石坊Xu Guo Stone Archway",7:30-17:30,4.6,0.5,238,黄山
"古城岩Guchengyan",8:30-16:00,4.4,2.5,7,黄山
"花山世界·花山谜窟Huashan Mystery Cave",08:00-22:00,4.5,3,90,黄山
"卢村Lu Village",7:30-17:30,4.3,3,44,黄山
"唐模Tang Mo",7:30-17:30,4.3,2,69.5,黄山
"胡文光刺史牌楼",7:30-18:00,4.6,1,104,黄山
"芙蓉谷Hibiscus Valley",8:00-17:30,4.3,2,78,黄山
"东园",7:30-18:00,4.7,2,104,黄山
"屏山村Pingshancun",7:30-17:30,4.5,1.5,42.5,黄山
"仙岛湖风景区Xiandao Lake Scenic Area",08:30-18:30,4.1,12,75,黄石
"雷山风景区Leishan Scenic Area",08:00-17:00,4.4,1,25,黄石
"黄石国家矿山公园Huangshi (Yellow Stone) National Mining Park",08:30-17:30,4.2,2.5,33,黄石
"上冯九古奇村Jiugu Mystical Village, Shangfeng",8:00-17:00,3.8,12,60,黄石
"枫林地心大峡谷Fenglin Geocentric Grand Canyon",08:30-18:00,3.6,3.5,165,黄石
"黄石矿博园Huangshi Mine Expo Park",9:00-17:30,3.5,2.5,20,黄石
"天池Tianchi",8:30-17:30,4,2.5,20,黑河
"卧虎山景区Wohu Mountain Sceneic Area",8:30-17:30,1,12,65,黑河
"铁溪自然风景区Tiexi Natural Scenic Area",9:00-17:30,4.3,2.5,34,黔东南
"岜沙苗寨Basha Miao Nationality Village",8:00-18:00,4.2,3,100,黔东南
"镇远石屏山Zhenyuan Shiping Mountain",8:00-17:30,4.2,2.5,24,黔东南
"和平村Peace Village",8:30-17:30,4.3,2,0,黔东南
"云台山Yuntai Mountain",8:00-18:00,4.4,5,40,黔东南
"贵州高过河风景名胜区Guizhou Gaoguo River Scenic Area",08:30-16:00,4.5,2.5,90,黔东南
"舞阳河风景名胜区Wuyanghe National Scenic Area",8:00-17:00,4.3,3.5,34,黔东南
"金钟山",9:00-17:00,5,1,0,黔东南
"飞云大峡谷The Grand Feiyun Canyon",8:00-18:00,4.4,12,200,黔东南
"荔波小七孔景区Libo Seven Small Arches (Xiaoqikong) Scenic Area",7:00-17:30,4.6,5,50,黔南
"荔波茂兰自然保护区Libo Maolan National Nature Reserve",08:00-18:00,4.4,72,50,黔南
"神泉谷景区Shenquan Valley Leisure Tourism Resort",8:00-18:00,3.2,5,128,黔南
"荔波大七孔景区Da Qikong Scenic Area",07:30-16:00,4.5,2.5,50,黔南
"荔波樟江景区",7:30-16:30,4.3,2.5,3,黔南
"贵州龙里大草原景区Longli Prairie",9:00-18:00,3.3,2.5,28,黔南
"斗篷山景区Doupeng Hill",09:00-16:00,4.4,3,40,黔南
